cell_label	Estimated_class	Prob	Best_class	Actual_class	Actual==Best_class	top5_genes	top5_gene_counts	closest_cell_labels	closest_cell_classes	dist
23	['017 CA3 Glut']	[1.0]	017 CA3 Glut	005 L5 IT CTX Glut	False	['Plp1', 'Synpr', 'Zbtb20', 'Kctd12', 'Apoe']	[114.87, 14.739, 22.12, 6.199, 5.15]	[30, 22, 16, 24, 15, 17]	['006 L4/5 IT CTX Glut', '047 Sncg Gaba', '327 Oligo NN', '037 DG Glut', '335 BAM NN', '336 Monocytes NN']	[36.67, 36.67, 38.63, 39.4, 52.09, 52.8]
25	['326 OPC NN']	[1.0]	326 OPC NN	319 Astro-TE NN	False	['Thsd7a', 'Nxph1', 'Tshz2', 'Snca', 'C1ql3']	[16.75, 7.369, 11.81, 10.609, 4.94]	[26, 24, 18, 32, 19, 33]	['045 OB-STR-CTX Inh IMN', '037 DG Glut', '051 Pvalb chandelier Gaba', '032 L5 NP CTX Glut', '332 SMC NN', '049 Lamp5 Gaba']	[36.35, 37.11, 37.36, 37.95, 51.07, 51.39]
34	['053 Sst Gaba']	[1.0]	053 Sst Gaba	038 DG-PIR Ex IMN	False	['Npy', 'Sst', 'Gad2', 'Slc6a1', 'Nxph1']	[16.68, 18.34, 13.93, 20.94, 7.369]	[33, 35, 27, 26, 28, 20]	['049 Lamp5 Gaba', '053 Sst Gaba', '022 L5 ET CTX Glut', '045 OB-STR-CTX Inh IMN', '046 Vip Gaba', '030 L6 CT CTX Glut']	[36.67, 37.36, 39.4, 51.16, 53.37, 72.56]
2	['045 OB-STR-CTX Inh IMN', '038 DG-PIR Ex IMN']	[0.997, 0.003]	045 OB-STR-CTX Inh IMN	338 Lymphoid NN	False	['Slc6a1', 'Gad1', 'Gda', 'Gad2', 'Rab3c']	[11.18, 4.869, 4.369, 3.819, 4.07]	[9, 1, 3, 10, 8, 4]	['045 OB-STR-CTX Inh IMN', '049 Lamp5 Gaba', '038 DG-PIR Ex IMN', '031 CT SUB Glut', '022 L5 ET CTX Glut', '051 Pvalb chandelier Gaba']	[36.12, 36.22, 36.67, 51.7, 53.67, 72.0]
9	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Tafa1', 'Nrgn', 'Pde1a', 'Sv2b', 'Enc1']	[17.819, 13.689, 21.969, 7.599, 4.84]	[2, 10, 16, 8, 1, 15]	['338 Lymphoid NN', '031 CT SUB Glut', '335 BAM NN', '022 L5 ET CTX Glut', '049 Lamp5 Gaba', '029 L6b CTX Glut']	[36.12, 36.5, 37.36, 41.18, 50.92, 51.26]
13	['326 OPC NN']	[1.0]	326 OPC NN	319 Astro-TE NN	False	['Pcp4', 'Plp1', 'Chrm2', 'Pde1a', 'Rab3c']	[11.18, 25.19, 6.92, 5.44, 6.65]	[20, 6, 14, 12, 19, 21]	['327 Oligo NN', '005 L5 IT CTX Glut', '052 Pvalb Gaba', '025 CA2-FC-IG Glut', '056 Sst Chodl Gaba', '337 DC NN']	[36.5, 37.11, 39.81, 42.19, 50.95, 51.7]
28	['046 Vip Gaba']	[1.0]	046 Vip Gaba	336 Monocytes NN	False	['Gad2', 'Grik1', 'Gad1', 'Cadps2', 'Ntng1']	[17.28, 22.75, 14.659, 11.47, 10.529]	[21, 35, 27, 20, 34, 26]	['337 DC NN', '048 RHP-COA Ndnf Gaba', '050 Lamp5 Lhx6 Gaba', '327 Oligo NN', '331 Peri NN', '047 Sncg Gaba']	[36.5, 36.67, 43.83, 51.0, 51.07, 73.98]
34	['046 Vip Gaba']	[1.0]	046 Vip Gaba	331 Peri NN	False	['Gad2', 'Grik1', 'Synpr', 'Cnr1', 'Gad1']	[29.29, 24.02, 14.949, 12.899, 12.699]	[35, 33, 27, 28, 26, 32]	['048 RHP-COA Ndnf Gaba', '326 OPC NN', '050 Lamp5 Lhx6 Gaba', '336 Monocytes NN', '047 Sncg Gaba', '334 Microglia NN']	[36.12, 40.25, 41.68, 51.07, 52.55, 72.03]
15	['327 Oligo NN']	[1.0]	327 Oligo NN	338 Lymphoid NN	False	['Plp1', 'Ptgds', 'Enpp2', 'Trf', 'Glul']	[141.49, 10.899, 7.039, 6.42, 10.039]	[8, 16, 22, 9, 23, 1]	['335 BAM NN', '327 Oligo NN', '025 CA2-FC-IG Glut', '005 L5 IT CTX Glut', '330 VLMC NN', '334 Microglia NN']	[36.01, 36.01, 43.27, 52.31, 54.34, 72.11]
17	['327 Oligo NN']	[1.0]	327 Oligo NN	045 OB-STR-CTX Inh IMN	False	['Plp1', 'Ptgds', 'Tspan2', 'Enpp2', 'Glul']	[126.709, 20.85, 5.9, 3.9, 7.179]	[16, 24, 10, 18, 9, 23]	['327 Oligo NN', '336 Monocytes NN', '333 Endo NN', '053 Sst Gaba', '005 L5 IT CTX Glut', '330 VLMC NN']	[36.88, 37.64, 41.18, 41.18, 51.0, 51.88]
20	['048 RHP-COA Ndnf Gaba']	[1.0]	048 RHP-COA Ndnf Gaba	332 SMC NN	False	['Cnr1', 'Gad2', 'Cck', 'Cadps2', 'Col25a1']	[50.459, 37.659, 35.139, 19.319, 16.379]	[13, 21, 19, 27, 26, 28]	['047 Sncg Gaba', '004 L6 IT CTX Glut', '052 Pvalb Gaba', '048 RHP-COA Ndnf Gaba', '329 ABC NN', '056 Sst Chodl Gaba']	[36.67, 37.11, 37.95, 39.4, 51.0, 52.31]
24	['338 Lymphoid NN', '337 DC NN']	[0.956, 0.044]	338 Lymphoid NN	336 Monocytes NN	False	['Prkca', 'Plp1', 'Zbtb20', 'Meis2', 'Ptgds']	[6.57, 31.42, 9.989, 5.63, 19.51]	[17, 23, 31, 25, 16, 30]	['045 OB-STR-CTX Inh IMN', '330 VLMC NN', '017 CA3 Glut', '337 DC NN', '327 Oligo NN', '032 L5 NP CTX Glut']	[37.64, 41.68, 44.41, 45.0, 51.0, 51.7]
34	['046 Vip Gaba']	[1.0]	046 Vip Gaba	331 Peri NN	False	['Cnr1', 'Gad2', 'Cadps2', 'Gad1', 'Rasgrf2']	[34.729, 21.709, 21.51, 18.399, 12.26]	[35, 33, 27, 26, 28, 20]	['007 L2/3 IT CTX Glut', '049 Lamp5 Gaba', '048 RHP-COA Ndnf Gaba', '329 ABC NN', '056 Sst Chodl Gaba', '332 SMC NN']	[36.01, 36.06, 40.25, 50.92, 51.88, 72.03]
8	['056 Sst Chodl Gaba']	[1.0]	056 Sst Chodl Gaba	338 Lymphoid NN	False	['Nos1', 'Sst', 'Npy', 'Col25a1', 'Nxph1']	[32.049, 41.139, 29.979, 12.909, 9.949]	[9, 15, 1, 16, 2, 10]	['056 Sst Chodl Gaba', '016 CA1-ProS Glut', '037 DG Glut', '029 L6b CTX Glut', '049 Lamp5 Gaba', '332 SMC NN']	[36.22, 36.35, 37.64, 51.07, 51.88, 72.34]
10	['046 Vip Gaba']	[1.0]	046 Vip Gaba	332 SMC NN	False	['Nos1', 'Npy', 'Cnr1', 'Gad2', 'Rab3c']	[22.6, 16.709, 14.09, 14.38, 19.229]	[3, 9, 17, 11, 18, 16]	['046 Vip Gaba', '056 Sst Chodl Gaba', '331 Peri NN', '326 OPC NN', '048 RHP-COA Ndnf Gaba', '029 L6b CTX Glut']	[36.5, 37.64, 42.72, 43.27, 51.0, 52.09]
17	['046 Vip Gaba']	[1.0]	046 Vip Gaba	331 Peri NN	False	['Cnr1', 'Pcp4', 'Slc6a1', 'Gad1', 'Kctd12']	[31.639, 18.51, 13.909, 11.539, 10.34]	[16, 24, 18, 10, 11, 25]	['029 L6b CTX Glut', '047 Sncg Gaba', '048 RHP-COA Ndnf Gaba', '332 SMC NN', '326 OPC NN', '030 L6 CT CTX Glut']	[37.95, 40.25, 41.18, 42.72, 50.92, 51.16]
19	['045 OB-STR-CTX Inh IMN']	[1.0]	045 OB-STR-CTX Inh IMN	319 Astro-TE NN	False	['Gad1', 'Synpr', 'Rab3c', 'Gad2', 'Grik1']	[10.77, 8.369, 11.939, 6.989, 9.649]	[18, 20, 12, 26, 13, 27]	['048 RHP-COA Ndnf Gaba', '337 DC NN', '052 Pvalb Gaba', '045 OB-STR-CTX Inh IMN', '004 L6 IT CTX Glut', '036 HPF CR Glut']	[36.01, 36.01, 36.5, 39.4, 52.09, 52.55]
20	['006 L4/5 IT CTX Glut', '007 L2/3 IT CTX Glut']	[0.994, 0.006]	006 L4/5 IT CTX Glut	337 DC NN	False	['Meis2', 'Enc1', 'Slc17a7', 'Cck', 'Tshz2']	[10.8, 10.729, 11.289, 9.159, 8.789]	[19, 21, 13, 27, 28, 12]	['319 Astro-TE NN', '007 L2/3 IT CTX Glut', '004 L6 IT CTX Glut', '036 HPF CR Glut', '022 L5 ET CTX Glut', '052 Pvalb Gaba']	[36.01, 36.05, 37.36, 38.63, 50.91, 51.39]
32	['030 L6 CT CTX Glut']	[1.0]	030 L6 CT CTX Glut	336 Monocytes NN	False	['Meis2', 'Pcp4', 'Snca', 'Bcl11b', 'Cnr1']	[14.899, 15.89, 10.1, 6.76, 7.579]	[33, 31, 25, 26, 24, 38]	['329 ABC NN', '005 L5 IT CTX Glut', '030 L6 CT CTX Glut', '045 OB-STR-CTX Inh IMN', '047 Sncg Gaba', '327 Oligo NN']	[36.01, 36.67, 37.64, 51.0, 52.31, 54.0]
4	['053 Sst Gaba']	[1.0]	053 Sst Gaba	333 Endo NN	False	['Sst', 'Nos1', 'Crhbp', 'Pcp4', 'Pde1a']	[31.809, 20.69, 10.25, 18.049, 13.84]	[5, 11, 3, 10, 12, 6]	['332 SMC NN', '056 Sst Chodl Gaba', '022 L5 ET CTX Glut', '007 L2/3 IT CTX Glut', '025 CA2-FC-IG Glut', '051 Pvalb chandelier Gaba']	[36.01, 36.88, 40.25, 50.95, 53.67, 72.01]
9	['037 DG Glut']	[1.0]	037 DG Glut	338 Lymphoid NN	False	['Nrgn', 'Cdh13', 'Nptx1', 'Enc1', 'Nwd2']	[26.92, 8.92, 8.64, 11.289, 5.96]	[2, 10, 16, 8, 3, 1]	['336 Monocytes NN', '007 L2/3 IT CTX Glut', '319 Astro-TE NN', '029 L6b CTX Glut', '022 L5 ET CTX Glut', '337 DC NN']	[36.06, 37.11, 38.63, 40.71, 51.39, 51.88]
12	['017 CA3 Glut', '025 CA2-FC-IG Glut']	[0.995, 0.005]	017 CA3 Glut	025 CA2-FC-IG Glut	False	['Nos1', 'Sst', 'Col25a1', 'Nnat', 'Calb2']	[24.989, 19.11, 8.729, 6.67, 1.84]	[11, 13, 5, 19, 20, 18]	['056 Sst Chodl Gaba', '326 OPC NN', '332 SMC NN', '017 CA3 Glut', '030 L6 CT CTX Glut', '053 Sst Gaba']	[37.11, 37.36, 39.4, 40.71, 50.92, 50.92]
16	['326 OPC NN']	[1.0]	326 OPC NN	319 Astro-TE NN	False	['Nxph1', 'Grik1', 'Gad1', 'Sema5a', 'Thsd7a']	[11.89, 10.1, 9.25, 4.539, 7.05]	[17, 9, 23, 15, 24, 10]	['052 Pvalb Gaba', '338 Lymphoid NN', '050 Lamp5 Lhx6 Gaba', '037 DG Glut', '038 DG-PIR Ex IMN', '007 L2/3 IT CTX Glut']	[36.12, 38.63, 44.41, 46.23, 51.0, 51.16]
33	['046 Vip Gaba']	[1.0]	046 Vip Gaba	045 OB-STR-CTX Inh IMN	False	['Cck', 'Cnr1', 'Npy', 'Kit', 'Reln']	[33.2, 27.37, 8.81, 5.349, 5.889]	[26, 32, 34, 25, 27, 31]	['049 Lamp5 Gaba', '331 Peri NN', '047 Sncg Gaba', '006 L4/5 IT CTX Glut', '031 CT SUB Glut', '327 Oligo NN']	[36.67, 39.4, 39.81, 51.54, 52.55, 72.84]
12	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Nrgn', 'Nrn1', 'Col25a1', 'Cplx2', 'Cdh9']	[15.729, 4.769, 3.63, 9.579, 3.259]	[19, 5, 13, 11, 18, 6]	['333 Endo NN', '052 Pvalb Gaba', '030 L6 CT CTX Glut', '017 CA3 Glut', '338 Lymphoid NN', '050 Lamp5 Lhx6 Gaba']	[37.64, 40.25, 40.71, 41.18, 50.95, 51.07]
13	['029 L6b CTX Glut']	[1.0]	029 L6b CTX Glut	030 L6 CT CTX Glut	False	['Nxph1', 'Pvalb', 'Kcnip1', 'Reln', 'Nek7']	[21.399, 7.07, 2.42, 3.42, 5.219]	[20, 6, 12, 14, 21, 5]	['051 Pvalb chandelier Gaba', '050 Lamp5 Lhx6 Gaba', '045 OB-STR-CTX Inh IMN', '319 Astro-TE NN', '049 Lamp5 Gaba', '052 Pvalb Gaba']	[36.22, 39.0, 40.71, 41.68, 50.91, 50.92]
14	['326 OPC NN']	[1.0]	326 OPC NN	319 Astro-TE NN	False	['Pcp4', 'Pde1a', 'Tafa1', 'Gad1', 'Kcnd3']	[18.03, 7.8, 6.769, 6.71, 6.929]	[7, 13, 21, 6, 20, 12]	['025 CA2-FC-IG Glut', '030 L6 CT CTX Glut', '049 Lamp5 Gaba', '050 Lamp5 Lhx6 Gaba', '051 Pvalb chandelier Gaba', '045 OB-STR-CTX Inh IMN']	[39.81, 41.68, 41.68, 51.26, 53.67, 72.03]
18	['046 Vip Gaba']	[1.0]	046 Vip Gaba	338 Lymphoid NN	False	['Cnr1', 'Gad2', 'Grik1', 'Cplx2', 'Ntng1']	[27.639, 10.05, 10.1, 12.39, 8.289]	[19, 25, 17, 11, 24, 12]	['333 Endo NN', '336 Monocytes NN', '048 RHP-COA Ndnf Gaba', '017 CA3 Glut', '056 Sst Chodl Gaba', '045 OB-STR-CTX Inh IMN']	[37.11, 37.64, 39.4, 42.19, 50.95, 50.95]
20	['052 Pvalb Gaba', '051 Pvalb chandelier Gaba']	[0.981, 0.019]	052 Pvalb Gaba	051 Pvalb chandelier Gaba	False	['Nrgn', 'Reln', 'Cnr1', 'Pde1a', 'Pcp4']	[27.569, 11.01, 6.9, 9.739, 18.569]	[21, 13, 27, 19, 28, 26]	['049 Lamp5 Gaba', '030 L6 CT CTX Glut', '006 L4/5 IT CTX Glut', '333 Endo NN', '047 Sncg Gaba', '007 L2/3 IT CTX Glut']	[36.22, 36.22, 36.35, 44.41, 50.92, 51.26]
25	['006 L4/5 IT CTX Glut']	[1.0]	006 L4/5 IT CTX Glut	336 Monocytes NN	False	['Tafa1', 'Pde1a', 'Ntng1', 'Cnr1', 'Rasgrf2']	[22.819, 16.36, 8.6, 8.899, 11.39]	[26, 32, 18, 24, 17, 31]	['007 L2/3 IT CTX Glut', '005 L5 IT CTX Glut', '338 Lymphoid NN', '056 Sst Chodl Gaba', '048 RHP-COA Ndnf Gaba', '331 Peri NN']	[36.0, 36.5, 37.64, 38.27, 51.16, 52.54]
27	['007 L2/3 IT CTX Glut']	[1.0]	007 L2/3 IT CTX Glut	006 L4/5 IT CTX Glut	False	['Trp53i11', 'Kctd12', 'Reln', 'Cplx2', 'Cnr1']	[6.719, 10.039, 2.609, 17.549, 68.48]	[34, 26, 20, 28, 21, 35]	['326 OPC NN', '007 L2/3 IT CTX Glut', '051 Pvalb chandelier Gaba', '047 Sncg Gaba', '049 Lamp5 Gaba', '032 L5 NP CTX Glut']	[36.01, 36.01, 36.35, 36.5, 51.7, 52.54]
31	['006 L4/5 IT CTX Glut']	[1.0]	006 L4/5 IT CTX Glut	331 Peri NN	False	['Tafa1', 'Stmn1', 'Pcp4', 'Chrm2', 'Kcnk2']	[22.0, 17.219, 16.799, 9.359, 6.9]	[24, 38, 30, 32, 37, 23]	['056 Sst Chodl Gaba', '337 DC NN', '022 L5 ET CTX Glut', '005 L5 IT CTX Glut', '327 Oligo NN', '038 DG-PIR Ex IMN']	[36.0, 36.34, 39.81, 40.71, 51.54, 51.7]
14	['330 VLMC NN']	[1.0]	330 VLMC NN	319 Astro-TE NN	False	['Ptgds', 'Igf2', 'Dcn', 'Apod', 'Slc1a3']	[50.88, 5.239, 2.339, 2.95, 0.519]	[21, 7, 13, 20, 6, 28]	['330 VLMC NN', '007 L2/3 IT CTX Glut', '338 Lymphoid NN', '334 Microglia NN', '049 Lamp5 Gaba', '016 CA1-ProS Glut']	[36.67, 38.28, 39.0, 51.26, 54.0, 72.06]
32	['046 Vip Gaba']	[1.0]	046 Vip Gaba	336 Monocytes NN	False	['Npy', 'Gad2', 'Pcp4', 'Cadps2', 'Synpr']	[67.18, 19.329, 26.739, 18.54, 14.579]	[31, 33, 25, 38, 26, 24]	['056 Sst Chodl Gaba', '047 Sncg Gaba', '329 ABC NN', '036 HPF CR Glut', '051 Pvalb chandelier Gaba', '029 L6b CTX Glut']	[36.0, 36.01, 37.11, 50.92, 51.0, 52.31]
38	['053 Sst Gaba', '056 Sst Chodl Gaba']	[0.626, 0.374]	053 Sst Gaba	036 HPF CR Glut	False	['Npy', 'Sst', 'Nos1', 'Prkca', 'Gad2']	[54.959, 16.159, 11.38, 13.13, 7.849]	[31, 37, 32, 30, 24, 36]	['056 Sst Chodl Gaba', '025 CA2-FC-IG Glut', '336 Monocytes NN', '032 L5 NP CTX Glut', '029 L6b CTX Glut', '045 OB-STR-CTX Inh IMN']	[36.01, 38.63, 50.92, 53.37, 73.16, 73.55]
3	['053 Sst Gaba']	[1.0]	053 Sst Gaba	036 HPF CR Glut	False	['Sst', 'Npy', 'Gad1', 'Nos1', 'Satb1']	[47.299, 25.27, 22.67, 19.979, 7.75]	[10, 2, 4, 11, 9, 17]	['319 Astro-TE NN', '049 Lamp5 Gaba', '056 Sst Chodl Gaba', '025 CA2-FC-IG Glut', '005 L5 IT CTX Glut', '038 DG-PIR Ex IMN']	[36.06, 37.36, 38.63, 52.09, 52.55, 72.01]
10	['038 DG-PIR Ex IMN', '326 OPC NN']	[0.716, 0.284]	038 DG-PIR Ex IMN	319 Astro-TE NN	False	['Pcp4', 'Stmn1', 'Snca', 'Pde1a', 'Gad1']	[16.469, 9.1, 8.68, 6.69, 8.409]	[3, 17, 11, 9, 4, 2]	['036 HPF CR Glut', '038 DG-PIR Ex IMN', '025 CA2-FC-IG Glut', '005 L5 IT CTX Glut', '056 Sst Chodl Gaba', '049 Lamp5 Gaba']	[36.06, 36.12, 37.11, 39.0, 52.31, 52.31]
11	['017 CA3 Glut']	[1.0]	017 CA3 Glut	025 CA2-FC-IG Glut	False	['Nos1', 'Sst', 'Synpr', 'Satb1', 'Lamp5']	[25.629, 43.34, 4.05, 6.28, 1.99]	[4, 12, 10, 18, 5, 3]	['056 Sst Chodl Gaba', '006 L4/5 IT CTX Glut', '319 Astro-TE NN', '331 Peri NN', '052 Pvalb Gaba', '036 HPF CR Glut']	[36.12, 36.22, 37.11, 43.27, 51.26, 52.09]
15	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	336 Monocytes NN	False	['Pcp4', 'Tafa1', 'Rab3c', 'Slc6a1', 'Col25a1']	[24.129, 6.01, 14.68, 7.469, 6.139]	[22, 8, 16, 9, 23, 29]	['031 CT SUB Glut', '050 Lamp5 Lhx6 Gaba', '029 L6b CTX Glut', '005 L5 IT CTX Glut', '022 L5 ET CTX Glut', '332 SMC NN']	[37.95, 40.25, 43.83, 50.95, 51.07, 72.06]
17	['017 CA3 Glut']	[1.0]	017 CA3 Glut	038 DG-PIR Ex IMN	False	['Sv2b', 'Nrgn', 'Cck', 'Prkca', 'Rgs4']	[20.799, 40.189, 11.71, 20.51, 4.469]	[10, 24, 18, 16, 23, 25]	['319 Astro-TE NN', '017 CA3 Glut', '331 Peri NN', '029 L6b CTX Glut', '022 L5 ET CTX Glut', '047 Sncg Gaba']	[36.12, 36.12, 37.95, 39.0, 51.26, 51.39]
18	['017 CA3 Glut']	[1.0]	017 CA3 Glut	331 Peri NN	False	['Cnr1', 'Sv2b', 'Tafa1', 'Snca', 'Pde1a']	[30.52, 13.67, 13.189, 14.859, 24.27]	[19, 17, 25, 11, 26, 24]	['030 L6 CT CTX Glut', '038 DG-PIR Ex IMN', '047 Sncg Gaba', '025 CA2-FC-IG Glut', '045 OB-STR-CTX Inh IMN', '017 CA3 Glut']	[36.22, 37.95, 40.71, 43.27, 52.55, 53.08]
26	['046 Vip Gaba']	[1.0]	046 Vip Gaba	045 OB-STR-CTX Inh IMN	False	['Cnr1', 'Col25a1', 'Ptgds', 'Npy', 'Ccn3']	[52.689, 13.689, 16.6, 4.869, 4.86]	[33, 25, 19, 27, 32, 34]	['046 Vip Gaba', '047 Sncg Gaba', '030 L6 CT CTX Glut', '330 VLMC NN', '338 Lymphoid NN', '016 CA1-ProS Glut']	[36.12, 36.5, 37.11, 41.68, 51.0, 51.7]
32	['046 Vip Gaba']	[1.0]	046 Vip Gaba	338 Lymphoid NN	False	['Cnr1', 'Gad2', 'Gad1', 'Synpr', 'Cplx2']	[46.38, 13.51, 11.229, 11.09, 15.72]	[33, 25, 31, 26, 24, 38]	['046 Vip Gaba', '047 Sncg Gaba', '007 L2/3 IT CTX Glut', '045 OB-STR-CTX Inh IMN', '017 CA3 Glut', '053 Sst Gaba']	[36.5, 37.11, 37.36, 51.0, 51.16, 53.07]
10	['007 L2/3 IT CTX Glut', '038 DG-PIR Ex IMN']	[0.647, 0.353]	007 L2/3 IT CTX Glut	045 OB-STR-CTX Inh IMN	False	['C1ql3', 'Enc1', 'Sv2b', 'Nrgn', 'Tafa1']	[14.119, 14.829, 8.27, 13.72, 12.02]	[17, 11, 3, 9, 2, 16]	['004 L6 IT CTX Glut', '007 L2/3 IT CTX Glut', '049 Lamp5 Gaba', '037 DG Glut', '335 BAM NN', '038 DG-PIR Ex IMN']	[37.95, 39.0, 45.0, 47.51, 50.92, 51.39]
20	['046 Vip Gaba']	[1.0]	046 Vip Gaba	336 Monocytes NN	False	['Pcp4', 'Cnr1', 'Gad2', 'Slc6a1', 'Serpini1']	[17.379, 9.5, 7.739, 8.939, 11.42]	[19, 13, 27, 21, 28, 12]	['333 Endo NN', '052 Pvalb Gaba', '030 L6 CT CTX Glut', '334 Microglia NN', '047 Sncg Gaba', '327 Oligo NN']	[36.06, 36.88, 39.4, 39.81, 52.09, 52.31]
29	['326 OPC NN']	[1.0]	326 OPC NN	319 Astro-TE NN	False	['Thsd7a', 'Nxph1', 'Tafa1', 'Kcnip1', 'Grik1']	[22.77, 11.63, 11.89, 7.17, 8.409]	[22, 36, 30, 37, 23, 31]	['017 CA3 Glut', '051 Pvalb chandelier Gaba', '032 L5 NP CTX Glut', '031 CT SUB Glut', '053 Sst Gaba', '022 L5 ET CTX Glut']	[36.06, 38.27, 46.86, 53.07, 54.7, 72.0]
32	['025 CA2-FC-IG Glut', '016 CA1-ProS Glut']	[0.967, 0.033]	025 CA2-FC-IG Glut	331 Peri NN	False	['Tafa1', 'Sv2b', 'Rab3c', 'Enc1', 'Slc17a7']	[25.93, 24.61, 29.62, 15.399, 14.26]	[31, 33, 25, 26, 24, 38]	['022 L5 ET CTX Glut', '016 CA1-ProS Glut', '329 ABC NN', '337 DC NN', '046 Vip Gaba', '025 CA2-FC-IG Glut']	[36.12, 43.83, 48.17, 51.0, 51.07, 55.87]
37	['005 L5 IT CTX Glut']	[1.0]	005 L5 IT CTX Glut	031 CT SUB Glut	False	['Tafa1', 'Thsd7a', 'Lamp5', 'Nr4a2', 'Nxph1']	[18.01, 15.369, 4.3, 0.0, 5.119]	[36, 38, 30, 29, 31, 23]	['051 Pvalb chandelier Gaba', '025 CA2-FC-IG Glut', '032 L5 NP CTX Glut', '319 Astro-TE NN', '022 L5 ET CTX Glut', '053 Sst Gaba']	[36.06, 36.35, 39.0, 53.07, 53.07, 72.17]
3	['046 Vip Gaba']	[1.0]	046 Vip Gaba	331 Peri NN	False	['Cnr1', 'Kcnip1', 'Cadps2', 'Cck', 'Gad2']	[14.149, 12.979, 9.97, 12.109, 8.43]	[2, 4, 10, 11, 9, 17]	['031 CT SUB Glut', '047 Sncg Gaba', '006 L4/5 IT CTX Glut', '029 L6b CTX Glut', '051 Pvalb chandelier Gaba', '007 L2/3 IT CTX Glut']	[38.63, 39.4, 48.17, 50.92, 51.07, 72.0]
8	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Nrgn', 'Tafa1', 'Enc1', 'Sv2b', 'Snca']	[7.32, 7.219, 5.159, 4.239, 4.73]	[15, 1, 9, 16, 2, 10]	['337 DC NN', '025 CA2-FC-IG Glut', '051 Pvalb chandelier Gaba', '004 L6 IT CTX Glut', '031 CT SUB Glut', '006 L4/5 IT CTX Glut']	[36.35, 41.18, 47.51, 54.7, 55.07, 72.06]
10	['005 L5 IT CTX Glut', '006 L4/5 IT CTX Glut']	[0.973, 0.027]	005 L5 IT CTX Glut	006 L4/5 IT CTX Glut	False	['Trp53i11', 'Fezf2', 'Scg2', 'Cryab', 'Chrna4']	[4.849, 4.0, 11.67, 2.039, 1.98]	[9, 11, 3, 17, 18, 4]	['051 Pvalb chandelier Gaba', '029 L6b CTX Glut', '331 Peri NN', '007 L2/3 IT CTX Glut', '319 Astro-TE NN', '047 Sncg Gaba']	[45.61, 47.51, 48.17, 48.17, 50.95, 53.37]
12	['022 L5 ET CTX Glut']	[1.0]	022 L5 ET CTX Glut	334 Microglia NN	False	['Pcp4', 'Rab3c', 'Gda', 'Tafa1', 'Serpini1']	[29.94, 22.51, 14.449, 13.819, 11.68]	[13, 19, 11, 5, 4, 20]	['036 HPF CR Glut', '022 L5 ET CTX Glut', '029 L6b CTX Glut', '005 L5 IT CTX Glut', '047 Sncg Gaba', '335 BAM NN']	[36.0, 36.22, 37.95, 41.68, 51.0, 51.54]
16	['006 L4/5 IT CTX Glut']	[1.0]	006 L4/5 IT CTX Glut	004 L6 IT CTX Glut	False	['Thsd7a', 'Grik1', 'Trp53i11', 'Lamp5', 'Tshz2']	[18.77, 3.39, 0.0, 2.98, 2.0]	[9, 17, 15, 23, 24, 22]	['051 Pvalb chandelier Gaba', '007 L2/3 IT CTX Glut', '337 DC NN', '333 Endo NN', '336 Monocytes NN', '053 Sst Gaba']	[37.64, 39.0, 39.0, 41.18, 51.7, 51.7]
18	['016 CA1-ProS Glut']	[1.0]	016 CA1-ProS Glut	319 Astro-TE NN	False	['Tafa1', 'Nrgn', 'Pcp4', 'Rab3c', 'Bcl11b']	[21.84, 27.5, 15.38, 12.649, 8.26]	[19, 25, 11, 17, 10, 26]	['022 L5 ET CTX Glut', '016 CA1-ProS Glut', '029 L6b CTX Glut', '007 L2/3 IT CTX Glut', '006 L4/5 IT CTX Glut', '038 DG-PIR Ex IMN']	[38.28, 45.0, 46.23, 46.86, 50.95, 52.09]
20	['326 OPC NN']	[1.0]	326 OPC NN	335 BAM NN	False	['Tafa1', 'Pcp4', 'Tshz2', 'Meis2', 'Rab3c']	[18.86, 21.68, 13.77, 10.3, 15.26]	[27, 13, 21, 19, 28, 12]	['032 L5 NP CTX Glut', '036 HPF CR Glut', '037 DG Glut', '022 L5 ET CTX Glut', '338 Lymphoid NN', '334 Microglia NN']	[36.01, 36.88, 37.11, 37.95, 51.39, 51.54]
24	['053 Sst Gaba']	[1.0]	053 Sst Gaba	336 Monocytes NN	False	['Sst', 'Pde1a', 'Crhbp', 'Tafa1', 'Gad1']	[33.81, 37.319, 11.14, 13.35, 9.56]	[25, 31, 17, 23, 30, 16]	['016 CA1-ProS Glut', '056 Sst Chodl Gaba', '007 L2/3 IT CTX Glut', '333 Endo NN', '052 Pvalb Gaba', '004 L6 IT CTX Glut']	[36.12, 36.35, 36.5, 46.23, 51.07, 51.7]
